T1,T2,T3
0.9224205,0.9130052,0.88290393
0.94045675,0.9198369,0.916542
0.9495206,0.943766,0.9422367
0.8408031,0.8434516,0.8320657
0.9413664,0.92878014,0.92313457
0.9549371,0.96129286,0.93940645
0.8331809,0.82540745,0.8342166
0.937361,0.8687259,0.88368315
0.8833215,0.87770903,0.8798326
0.9260057,0.93398774,0.9326121
0.87782574,0.86876094,0.8586452
0.9071756,0.8648153,0.86722356
0.8938624,0.91182065,0.9063869
0.87824106,0.83613694,0.8278211
0.9757764,0.9624049,0.9542471
0.5706775,0.56883645,0.57359254
0.89389807,0.8944187,0.8955909
0.78647244,0.8365773,0.7639129
0.9287223,0.8814947,0.8495239
0.94496226,0.9179089,0.9358095
0.92512965,0.9280262,0.91722465
0.87752575,0.82980925,0.8289856
0.9180385,0.9027551,0.9374428
0.89733475,0.87953734,0.8533288
0.94905347,0.91359144,0.8855803
0.9463327,0.93576103,0.9338351
0.7934464,0.77333003,0.7765606
0.9231249,0.9169525,0.90701175
0.91334444,0.9177345,0.8880513
0.7004451,0.6877417,0.68526006
0.93895507,0.9171333,0.90194947
0.9102744,0.9064306,0.92273396
0.9391109,0.8998508,0.8857569
0.92184067,0.8839185,0.8829637
0.7450247,0.7249706,0.7523555
0.8884798,0.8516749,0.87669635
0.8723308,0.86487806,0.8404503
0.9142065,0.8374436,0.8123162
0.8186381,0.77095765,0.8236371
0.94864404,0.9255657,0.8990505
0.8561938,0.746159,0.7682704
0.8867642,0.9032405,0.88617086
-0.047524452,-0.061500788,-0.05103767
0.92912,0.8760632,0.84791416
0.9465219,0.92498815,0.92297715
0.9364806,0.9218261,0.92236173
0.907117,0.9162466,0.9134482
0.8296429,0.8059552,0.82394516
0.9246548,0.9001163,0.8859661
0.89507735,0.89465594,0.8470783
0.86092806,0.8602413,0.8545996
0.783857,0.79187816,0.77739793
0.93389106,0.9075153,0.91032827
0.9153676,0.90503836,0.8601507
0.9025202,0.85945946,0.8105857
0.8238197,0.77805626,0.7931648
0.75073177,0.69939744,0.65835494
0.8812009,0.88652855,0.81707686
0.95274127,0.9206344,0.91496515
0.9224973,0.89311385,0.921183
0.6851787,0.71065515,0.6967843
0.9199176,0.9142239,0.91485983
0.92819655,0.9054166,0.9115075
0.87907916,0.8875945,0.85459554
0.9040028,0.8986465,0.8710879
0.8735375,0.86216396,0.8302646
0.877507,0.8643044,0.85740286
0.8987726,0.90683645,0.9113028
0.7669293,0.69708633,0.673223
0.89487505,0.87910897,0.88295543
0.90513396,0.8596215,0.85675573
0.8453891,0.8460829,0.8316064
0.92892385,0.81724715,0.817994
0.93946475,0.91712725,0.91943336
0.96157897,0.9601158,0.9624838
0.92507774,0.8107794,0.8458942
0.9125025,0.9222368,0.9183095
0.8707125,0.8677632,0.8041322
0.8908366,0.85874724,0.8629271
0.8937915,0.9043452,0.90638936
0.9364722,0.92701775,0.9252898
0.9179317,0.88858014,0.9013053
0.8409215,0.82583106,0.82451916
0.7266186,0.58447367,0.53711
0.8722192,0.7481578,0.7112213
0.91163564,0.8320414,0.85064745
0.9209912,0.83626395,0.90460825
0.7948662,0.787616,0.7779538
0.85307014,0.8177831,0.7881987
0.93657154,0.9221217,0.9163923
0.8363453,0.81020814,0.8068423
