T1,T2,T3
0.9964053982390804,0.9945587236935759,0.9944760411775796
0.9687074346935995,0.9667329858927335,0.9648585196155456
0.9643801718774904,0.9706758127823538,0.9759187638676495
0.9782806901747968,0.973432693612263,0.9665914817126137
0.9857678287938592,0.9872363074576319,0.9917673530032607
0.9899218443475216,0.9892010341967644,0.9894976356820145
0.8670890938531904,0.8681458442071069,0.8747305293359575
0.9610427293466014,0.9573801690396937,0.9397877071390964
0.9311052697395492,0.9245021827979818,0.9263630170800582
0.9791932889983906,0.9754105266390315,0.9726025639651583
0.9640885193930928,0.960878190498744,0.9730180730654843
0.9906647670014707,0.9846955978433122,
0.9876812354459005,0.983720897432737,0.9595808638031208
0.9866750313691762,0.9854985165935807,0.985845710336663
0.9455513743071918,0.9325808558336833,0.9464614131592924
0.9772127501394882,0.9785804367357699,0.9781684945496598
0.9716173731821462,0.9740804405525963,0.9622242397137103
0.9724304659348849,0.9710916002619002,0.9628024759225657
0.9164856150024161,0.9187364569430638,0.9294076096720996
0.9852296543296198,0.9792510719807194,0.9789633630034208
0.9618384711081505,0.984972866756247,0.9342309428632474
0.9899011124330777,0.9902710277650398,0.9860210368832898
0.9690791121616108,0.9718366416349642,0.9642925505854767
0.9953242744012645,0.9963097588055193,0.9958444051118824
0.9863296830881588,0.9639989136820791,0.9709614293765615
0.9919405355651658,0.9867544689256146,0.9864605658362022
0.954928739334751,0.8826584121709696,0.935482533036594
0.967597248977291,0.9414890524324722,0.9347426581913244
0.9568631586228656,0.9412026059115212,0.9366152662724292
0.9766389624167803,0.9681661114813034,0.9794508105359937
0.990227333012623,0.989398912908859,0.9914489827987671
0.9955335326873967,0.9958899149977543,0.9955319343012188
0.9927585251350474,0.9895320511377844,0.9887013788805784
0.9880653856595553,0.9751891489763576,0.9767638754055292
0.9780262286241811,0.9169063880653786,0.9425833310342565
0.9922074822665813,0.9892984864607727,0.9880464900913919
0.994178613471592,0.9910156848752842,0.9910814446463827
,,
0.9829954443125898,0.9792103195986012,0.9702276855435531
0.9901979760006449,0.9782697860875741,0.9774102983921474
0.9359638404758828,0.9429158320850994,0.9335422132951078
0.983995229286026,0.9852442160277483,0.98116271257626
0.9901841618347385,0.9883219219476389,0.9844803848335557
0.9905693417116819,0.9902575921757536,0.9898543331075749
0.9716280285650356,0.9608482849873878,0.9457119514581325
0.9721980081501043,0.9584624420986335,0.952384413184287
0.9630551575740636,0.9549851322469132,0.9710674989046716
0.9839172753650097,0.9911861783876675,0.990314699423483
0.920656223491949,0.9273811166704222,0.8562316144285045
0.9949493241138556,0.9945808838591194,0.9933575744333725
0.9919301552297904,0.9826504656979741,0.9844987316086597
0.9901584627310238,0.9876113998556558,0.9863707637389513
0.9374882027867562,0.9470469980270385,0.9425096214775007
0.9582544924672796,0.9605269121466936,0.964311365931634
0.9790143547623281,0.9815935559480623,0.9731626093869188
0.9947449422453476,0.9924663578889384,0.9910756444657559
0.978617775117743,0.9699292535360974,0.9709813578969805
0.9845556260077869,0.9764429197818386,0.9773184507528522
0.9913523274952436,0.9937844161275948,0.9944658176113904
0.7943379952380051,0.7895351535903034,0.7366054226233556
0.9834532426419804,0.976223261153019,0.9724302336863947
0.9771610592027191,0.984511233103912,0.9783132902750427
0.9646819577919732,0.9654511801709994,0.97064154820703
0.9873414269084805,0.9858257963430517,0.9892359953891029
0.9904362931680487,0.9956660953604566,0.9957097899284305
0.9824998909647775,0.9814222488495643,0.9796049516615409
0.9813243912730633,0.9503115060093356,0.9567783432966559
0.942355536490546,0.948796122371309,0.9447798872070922
0.8968494277305076,0.9061675563014557,0.9090805978917648
0.9632158792179588,0.962018948420903,
0.9956847767352254,0.9912400464599502,0.992797933941377
0.9929238463312227,0.9887445858846102,0.982212118488055
0.9917049067549086,0.98523440575711,0.9652462685594283
0.9750478483177752,0.9724918498472944,0.9708837384276051
0.9542322782809354,0.9533886823362354,0.9579756368157367
0.9746337721200798,0.9648966551184941,0.9609253022336096
0.9804168860180167,0.9798870542419195,0.9809244077236987
0.9786779367599504,0.9807344547369174,0.981751480288251
0.9749805040865834,0.9636726058130489,0.9693052778844686
0.9552750506901269,0.9558283143409917,0.9442303569867374
0.9885775649768004,0.990785303602273,0.990355505788542
0.9663693088333047,0.9564680129437747,0.9629771067658509
0.9841123118905901,0.9867380370407165,0.9887463435578714
0.9859623309408181,0.9792589616661055,0.976921094815582
0.9771626629054175,0.9714496005603676,0.9635661748043406
0.9902451546281824,0.9895296189178485,0.9886187468128078
0.9892077740220815,0.991221934517611,0.9862252345591395
0.9569774284640101,0.9395445701048313,0.9343679766053797
0.9957180001200127,0.9936713939938434,0.9949441260852548
0.9894266869184255,0.9874915026782028,0.9910526082645671
0.9821823572050329,0.9746177984647874,0.9654144971945458
0.9714763065364943,0.9631362537213366,0.9715156009775915
0.9807656984941394,0.9871360678552665,0.9580079294943233
0.9949987686802787,0.9893496725462757,0.9918165475189745
0.9882062663961706,0.986619010781285,0.9793802709142413
0.9832411743569386,0.9831967015590413,0.9839977392638495
0.9834109276141896,0.9803851069652716,0.9785159350333579
0.8951086421387521,0.9059284208556329,0.8963885419787432
0.9528851471836324,0.9547975597096792,0.9651867201709589
0.9718487996794312,0.9683474684543216,0.9648070198334079
0.9961526246129799,0.9910108227420685,0.9907838678317569
0.9912343587645853,0.9912379413358509,0.9893790976207861
0.9942373865015144,0.9901657784975072,0.9895342482210544
0.9955240811688861,0.9956574817775246,0.9946695851574241
0.9590283526565373,0.9275740718187238,0.939398003688682
0.9720808523780875,0.9824578239045358,0.9818879404670722
0.9641565163864765,0.9611195478048343,0.963127935791812
0.9359115693166181,0.9143815249742221,0.9043956948355184
0.9643401536026108,0.8965014516124785,0.9313913829064712
0.991554753738302,0.9882604138620859,0.9825794655182671
0.975896879188579,0.9765513092764366,0.9738402122435731
0.985656194198533,0.980975855827114,0.9753258399033532
0.9728415714597239,0.9691862468732013,0.9748625434559852
0.9444048880990108,0.9587952643508899,0.933013385947048
0.9714459581734588,0.9624734967944046,0.9573483690646999
0.9822721123875185,0.9734100785001488,0.9777646315010097
0.988950596713585,0.9812345210780745,0.9803233357243126
0.9647426714904218,0.9552091281325633,0.9491358601324393
0.9859448474595229,0.9852198478234506,0.9838701628696246
0.9549978119407455,0.9693007043378978,0.9727447479688865
0.9279376542775689,0.9183058991907924,0.9357121597120209
0.9969876348776534,0.9955740607062481,0.9917356908013252
0.8871693524039792,0.9158400229224313,0.8610236834359639
0.9784717949767177,0.973618413552644,0.9736983628138449
0.955231197033731,0.9259259259259259,0.9049231906151507
0.9797245532623488,0.9836046751853962,0.9832476179586807
0.9722853850470885,0.9544488703315553,0.947895614978333
0.9707017374082327,0.9458440659744366,0.9219560394834342
0.961952575366278,0.9068746211951078,0.9012099046066007
0.9852652525050293,0.9840951022363937,0.9856743420375954
0.9643022519188503,0.9609047419667966,0.9607870270959636
0.9798760448770694,0.9827821064538665,0.9774669183631567
0.9569506073916084,0.9480496369354364,0.9452779075352771
0.9878040191211955,0.9891802603844484,0.9891732228248105
0.9887780890814633,0.9877678947188716,0.986078158876414
0.9757144233589764,0.9779672294913982,0.9776666309070413
0.8462101054794646,0.8480219980441659,0.8576922383492838
0.918354595403301,0.9524579382658328,0.9306965637029537
0.9818162329695846,,
0.9846986526590144,0.9766346079106886,0.9749800703319976
0.9739603926535048,0.9692000681417364,0.9388375563411586
0.9834941349854774,0.9720606070565008,0.9773844600188085
0.9801200438988942,0.984283134664107,0.9841229440325568
0.9724030915067557,0.9555153969932481,0.9616544327120998
0.992215759253202,0.9892374841890508,0.9864766921068489
0.9913760686942723,0.9888890374301004,0.9794744530022205
0.9815046926875317,0.9766545437107629,0.9700600833732349
0.973549753758339,0.9733172050217098,0.944610953869346
0.9877215194657968,0.9882271903946954,0.9847859573190892
0.9789420123010687,0.9461160886029188,0.940240334105545
0.9932520423913658,0.9914923395148059,0.9911073505715471
0.9942928225740579,0.992590371230522,0.990197751938033
0.9787852318592238,0.9812522259947064,0.970318537617321
0.9546644040922062,0.9537193510933585,0.9507950865479107
0.9641436663513974,0.9476825155189579,0.9209003899504645
0.9394635215462546,0.9474992281358382,0.947048852158633
0.9873361217574768,0.9861269085254414,0.9863264177224357
0.9871300382482044,0.9710422012483467,0.9742647459713799
0.9890548285467452,0.9872311617440608,0.9850471305750844
0.9864013555062195,0.9826371373734355,0.9865499544677866
0.98757739149743,0.9695501709490155,0.9695485958961323
0.9832110523580733,0.9857473026473544,0.9817926766911483
0.9858666550561718,0.9874831474494776,0.9897286297350834
0.9797638449669384,0.9779804111215392,0.9659491593534074
0.9875496042117725,0.9798898806478359,0.9833117685901928
0.9875112751207394,0.9831281417803196,0.9881461396462792
0.9874083453266143,0.9864709067590638,0.9808307993522356
0.9750045354712202,0.9679948307384203,0.9654690493301622
